"","gene_id","baseMean","log2FoldChange","lfcSE","pvalue","padj","chr","start","end"
"97077","MSTRG.5811",10244.86495,0.2585231,0.220308136,0.045708758,0.101674793,"3",72724398,72724612
"97091","MSTRG.5812",28189.30506,-0.143413609,0.051220344,0.003066634,0.010888988,"3",72929949,72930135
"97102","MSTRG.5813",1248.769356,0.169203647,0.069013507,0.006664422,0.020895197,"3",72979269,72979384
"97120","MSTRG.5814",6324.126031,0.118729348,0.03651572,0.000827,0.003635691,"3",72994057,73002627
"97128","MSTRG.5815",2414.928971,0.128234376,0.058846822,0.019131077,0.05007969,"3",73080466,73080715
"97141","MSTRG.5816",77.78203768,-0.138533137,0.23894765,0.258538945,0.398121747,"3",73975387,73975742
"97146","MSTRG.5817",66.76954957,-0.179428593,0.246421928,0.161704802,0.278450231,"3",73988847,73989136
"97149","MSTRG.5818",205.6704726,-1.386267397,0.528044206,0.000173,0.000966,"3",74001610,74001641
"97153","MSTRG.5819",532.3806927,0.161492436,0.121561499,0.079863777,0.15889739,"3",74503174,74503309
"97163","MSTRG.582",16.19781027,-0.121177268,0.177238793,0.261541376,0.401591275,"1",167552285,167552596
"97165","MSTRG.5820",251.6189617,-1.084902873,0.20128667,8.94e-09,2.37e-07,"3",75134390,75134878
"97167","MSTRG.5821",415.2174539,0.17533788,0.13275363,0.070538108,0.143795067,"3",76939521,76940991
"97182","MSTRG.5822",2976.167157,0.069831066,0.167131355,0.49744117,0.636569495,"3",77106067,77106270
"97190","MSTRG.5823",4982.673929,-0.026526436,0.104577117,0.751833242,0.84083576,"3",77120977,77121042
"97197","MSTRG.5824",3804.899332,0.348370228,0.080986779,9.54e-07,1.3e-05,"3",78862542,78862772
"97223","MSTRG.5825",2073.390773,0.349060063,0.115020492,0.000156,0.000888,"3",79041174,79041305
"97238","MSTRG.5826",1233.145485,-0.086652452,0.072414592,0.1830521,0.30660607,"3",79049657,79049888
"97276","MSTRG.5827",845.9272282,0.003093599,0.070994813,0.961548443,0.977044547,"3",79139242,79140586
"97288","MSTRG.5828",14578.96276,0.354966948,0.293281452,0.025916114,0.064122455,"3",79300973,79302932
"97290","MSTRG.5829",13013.10348,-0.481216063,0.158593055,8.6e-05,0.000536,"3",79244775,79244931
"97355","MSTRG.583",1085.926822,-0.266710911,0.117722852,0.003712901,0.012799954,"1",167606172,167607826
"97374","MSTRG.5830",1104.023668,-0.502883273,0.266357136,0.00296013,0.010572972,"3",79329881,79331587
"97376","MSTRG.5831",3961.55363,-0.278913394,0.087631462,0.000196,0.001074157,"3",80041003,80044250
"97388","MSTRG.5832",2888.699433,0.073751205,0.055948479,0.16014817,0.276421684,"3",81307187,81307283
"97422","MSTRG.5833",9089.133682,0.068174918,0.045723893,0.119867698,0.219602648,"3",81423170,81437621
"97435","MSTRG.5834",237.2365399,-0.617188524,0.094616129,4.23e-12,2.71e-10,"3",81449671,81449789
"97445","MSTRG.5835",3304.203018,0.223864627,0.058125076,3.22e-05,0.000235,"3",81468549,81468695
"97504","MSTRG.5836",3525.550183,0.165684868,0.046985436,0.000215,0.001156817,"3",81488095,81488330
"97509","MSTRG.5837",1747.918342,-0.099024015,0.049754579,0.036236343,0.084448169,"3",81674457,81681981
"97537","MSTRG.5838",2905.550893,-0.522881575,0.180493357,0.000133,0.000777,"3",81719020,81719295
"97579","MSTRG.5839",3163.472116,-0.344074856,0.058753539,2.56e-10,1.05e-08,"3",81767970,81775733
"97585","MSTRG.584",658.5743373,-0.03602792,0.04131873,0.366994418,0.513269887,"1",167710914,167741005
"97594","MSTRG.5840",3447.354466,0.087965436,0.051939049,0.073521181,0.148539023,"3",83697156,83697242
"97602","MSTRG.5841",983.9599871,-0.101236413,0.060608507,0.071648396,0.14559693,"3",83709898,83710010
"97606","MSTRG.5842",538.0460197,-0.231661233,0.094546961,0.003363443,0.011753408,"3",83710125,83710222
"97610","MSTRG.5843",4145.489507,-0.017949199,0.025915404,0.482766772,0.622897372,"3",83712869,83713034
"97621","MSTRG.5844",19418.67334,-0.203876571,0.079599956,0.003415641,0.011909928,"3",83745716,83746546
"97630","MSTRG.5845",5338.647837,-0.150213975,0.086992737,0.043833607,0.098251322,"3",83753152,83753309
"97638","MSTRG.5846",563.3486966,0.216328218,0.049224732,3.38e-06,3.67e-05,"3",83764454,83764760
"97642","MSTRG.5847",1652.241623,-0.022688217,0.036107463,0.519051868,0.655158796,"3",83784224,83784423
"97675","MSTRG.5848",568.9622589,-0.079672255,0.058976305,0.14708103,0.258614261,"3",83791386,83793741
"97678","MSTRG.5849",3065.392146,0.511498552,0.221796935,0.000881,0.003833571,"3",83827308,83827487
"97691","MSTRG.585",5926.166061,0.124096129,0.092963347,0.111992432,0.207899125,"1",169029786,169029932
"97710","MSTRG.5850",1148.890647,-0.070408497,0.106509323,0.406879952,0.552611579,"3",83892998,83893166
"97724","MSTRG.5851",5777.627117,-0.12703196,0.052821251,0.010771572,0.031114863,"3",84019317,84019411
"97727","MSTRG.5852",126.0425918,0.097161465,0.303720786,0.456350936,0.599592248,"3",84054851,84054998
"97756","MSTRG.5853",2106.238239,-0.164604664,0.115583856,0.066307524,0.137226052,"3",84338224,84338354
"97788","MSTRG.5854",1586.239388,-0.090195205,0.049697846,0.056270201,0.120273195,"3",84274183,84283014
"97790","MSTRG.5855",1911.067366,-0.144797992,0.11566628,0.105596904,0.198478726,"3",85109980,85115053
"97831","MSTRG.5856",4580.258735,0.181831822,0.091396181,0.01838381,0.048462846,"3",85115939,85116504
"97835","MSTRG.5857",2576.984822,0.297825849,0.048238677,6.68e-11,3.15e-09,"3",85126296,85127519
"97849","MSTRG.5858",1791.696966,0.131142765,0.093011701,0.093142897,0.179476449,"3",85157353,85165503
"97861","MSTRG.5859",623.116778,0.297795716,0.116152633,0.001161598,0.004827132,"3",85166796,85170080
"97865","MSTRG.586",2689.196923,0.138292548,0.040030328,0.00035,0.001763929,"1",168800109,168800183
"97869","MSTRG.5860",59950.16249,0.187833182,0.065485314,0.001645647,0.006437642,"3",85170758,85175632
"97880","MSTRG.5861",12815.48869,0.054189101,0.074381155,0.415298493,0.560918109,"3",85204680,85204895
"97895","MSTRG.5862",2382.754439,-0.040225287,0.04586258,0.360341672,0.506608377,"3",85205167,85209405
"97899","MSTRG.5863",25321.40449,0.290809141,0.051893616,2.34e-09,7.24e-08,"3",85209726,85212951
"97904","MSTRG.5864",2442.165898,-0.01507206,0.052199576,0.760486836,0.846869882,"3",85227821,85227929
"97910","MSTRG.5865",3897.729644,0.053379575,0.051383584,0.273325351,0.414119621,"3",85229571,85230368
"97924","MSTRG.5866",53.25841891,-0.021037186,0.185719829,0.841024167,0.900349982,"3",85581477,85581777
"97931","MSTRG.5867",633.4651501,-1.451102872,0.427314029,2.17e-05,0.00017,"3",86789134,86789208
"97939","MSTRG.5868",609.2918907,-0.992932786,0.233395274,1.8e-06,2.21e-05,"3",86819010,86819153
"97946","MSTRG.5869",3111.767621,0.326196934,0.213775289,0.014284256,0.039198203,"3",86838349,86838478
"97953","MSTRG.587",12308.58979,0.050391229,0.058761855,0.357991393,0.504362568,"1",167997912,167998022
"98000","MSTRG.5870",4276.354502,1.945993075,0.466056363,4.59e-07,6.87e-06,"3",86912578,86912721
"98007","MSTRG.5871",94.36199764,-1.506463019,0.28517164,7.78e-09,2.08e-07,"3",86930470,86930613
"98014","MSTRG.5872",245.459857,-0.549046199,0.545103141,0.021914923,0.056017192,"3",86954405,86954618
"98021","MSTRG.5873",278.8206956,-0.07023001,0.166891049,0.494850199,0.634111859,"3",86982696,86982828
"98028","MSTRG.5874",823.6802273,0.077804203,0.214507485,0.490530671,0.630096368,"3",87065795,87065926
"98035","MSTRG.5875",1062.470589,-0.522669402,0.252735926,0.001730706,0.006731041,"3",87092400,87092546
"98042","MSTRG.5876",21.17287222,-0.188646548,0.320882314,0.189816365,0.315023827,"3",87119678,87128303
"98047","MSTRG.5877",1453.622352,-2.026825444,0.266563493,3.58e-16,5.69e-14,"3",87290448,87299579
"98050","MSTRG.5878",1062.698785,-1.22772604,0.24534799,5.73e-08,1.17e-06,"3",87548079,87548217
"98056","MSTRG.5879",5103.246281,0.389258429,0.072487585,2.82e-09,8.59e-08,"3",87733671,87733825
"98065","MSTRG.588",3069.842245,-0.252659363,0.115071048,0.005174612,0.016899739,"1",168396081,168399827
"98070","MSTRG.5880",1552.660644,-0.023678151,0.069236347,0.706529102,0.805072636,"3",87758215,87775389
"98074","MSTRG.5881",5004.39017,-0.026422689,0.029027556,0.354663729,0.500903324,"3",87798491,87798677
"98082","MSTRG.5882",7400.588144,-0.585700162,0.188673965,6.71e-05,0.000436,"3",87837723,87837851
"98139","MSTRG.5883",36759.10455,0.292520379,0.058430222,6.07e-08,1.23e-06,"3",87885789,87886041
"98157","MSTRG.5884",3479.698104,0.155293796,0.047907904,0.000658,0.003005476,"3",87902981,87903147
"98170","MSTRG.5885",3099.750627,0.126450769,0.053147961,0.011586652,0.033012616,"3",87932641,87932837
"98175","MSTRG.5886",840.6043161,0.3734314,0.080525769,1.52e-07,2.66e-06,"3",87951232,87951403
"98183","MSTRG.5887",2048.77388,-0.028596004,0.047339523,0.527620199,0.663265947,"3",87976626,87977021
"98197","MSTRG.5888",3554.515378,-0.007548396,0.027564641,0.781026042,0.861222171,"3",88059149,88059338
"98205","MSTRG.589",1429.425908,0.531947814,0.139162062,4.28e-06,4.47e-05,"1",168641438,168643069
"98207","MSTRG.5890",3048.751311,0.118913645,0.037583375,0.001117511,0.004677777,"3",88084879,88085176
"98230","MSTRG.5891",4672.205056,-0.125752984,0.07808691,0.06791537,0.1397598,"3",88132133,88148170
"98245","MSTRG.5892",4775.396804,0.067879482,0.031345883,0.027186997,0.066622853,"3",88151607,88151752
"98256","MSTRG.5893",4586.960589,-0.014756174,0.028073374,0.593425801,0.718294062,"3",88206686,88208310
"98267","MSTRG.5894",1032.365894,-0.195637955,0.049838927,3.31e-05,0.00024,"3",88221844,88221991
"98274","MSTRG.5895",4298.913194,-0.657063008,0.110633199,2.04e-10,8.57e-09,"3",88233871,88263404
"98310","MSTRG.5896",5524.059641,-0.156670851,0.063002067,0.006809775,0.021272111,"3",88274826,88275010
"98326","MSTRG.5897",1004.889544,-0.267119063,0.079307605,0.000118,0.000701,"3",88280984,88292683
"98330","MSTRG.5898",3940.161297,0.271049609,0.034931291,1.27e-15,1.73e-13,"3",88547614,88547734
"98369","MSTRG.5899",885.8562628,-0.109107611,0.113010237,0.214989032,0.346699464,"3",88576776,88578353
"98377","MSTRG.59",17959.26252,0.171215628,0.04778432,0.000165,0.000928,"1",18135946,18139242
"98465","MSTRG.590",310.9347306,0.517771636,0.216920458,0.000685,0.00310287,"1",168241040,168241518
"98473","MSTRG.5901",1470.358089,0.010913477,0.044686101,0.799417267,0.874236894,"3",88597830,88598003
"98486","MSTRG.5902",3028.568535,0.074136034,0.040730879,0.059789143,0.126335898,"3",88665222,88665335
"98509","MSTRG.5903",48500.9562,0.009335096,0.042567733,0.820171042,0.887256258,"3",88682507,88682799
"98521","MSTRG.5904",1920.14988,0.087893198,0.046871183,0.049844078,0.109077595,"3",88755888,88756016
"98532","MSTRG.5905",686.8120814,0.061836522,0.071204563,0.33597527,0.481874254,"3",88758117,88762542
"98542","MSTRG.5906",2204.841159,0.125128066,0.034783641,0.000224,0.001196588,"3",88775238,88775715
"98582","MSTRG.5907",2948.646109,0.03058071,0.198876041,0.776278922,0.858096425,"3",88813042,88813162
"98587","MSTRG.5908",3191.169085,-0.274143713,0.161514165,0.013773436,0.038075878,"3",89015282,89015491
"98595","MSTRG.5909",1162.679932,0.016004741,0.044045506,0.705697904,0.804822223,"3",89089842,89090082
"98600","MSTRG.591",236.6937789,0.136915003,0.065946422,0.022963854,0.058166137,"1",168391192,168391611
"98606","MSTRG.5910",609.8765691,-0.156745595,0.054142724,0.002045633,0.007729657,"3",89107304,89107696
"98608","MSTRG.5911",11436.45524,-0.069801374,0.035284761,0.042499863,0.095809422,"3",89115904,89119641
"98610","MSTRG.5912",2417.271164,0.453937733,0.064799995,6.43e-14,6.5e-12,"3",89158066,89158190
"98634","MSTRG.5913",3552.575554,0.107348538,0.074334489,0.105825771,0.198744253,"3",89194769,89194865
"98645","MSTRG.5914",5116.611255,0.184166442,0.044250314,1.37e-05,0.000117,"3",89222672,89223505
"98652","MSTRG.5915",12558.8277,0.022678991,0.028517671,0.418997162,0.56401845,"3",89232910,89256743
"98665","MSTRG.5916",3009.144387,0.190663974,0.070288081,0.002557955,0.009325806,"3",89683656,89683798
"98692","MSTRG.5917",3495.24293,0.353036495,0.184375392,0.004635232,0.015394599,"3",89551941,89552302
"99128","MSTRG.5918",16851.15727,0.034897543,0.048848098,0.453699894,0.597143609,"3",89716372,89716556
"99152","MSTRG.5919",2553.41396,-0.058528176,0.066643371,0.336755647,0.4826921,"3",89793549,89793934
"99158","MSTRG.592",6997.739009,0.206714407,0.054289723,4.72e-05,0.000324,"1",169340921,169341105
"99212","MSTRG.5920",10043.49554,0.183782338,0.041368481,3.9e-06,4.13e-05,"3",89766800,89766914
"99320","MSTRG.5921",11372.44512,-0.200324473,0.075160733,0.002641747,0.009574843,"3",89769223,89769937
"99325","MSTRG.5922",1226.234525,-0.046215417,0.039637913,0.228929352,0.363243213,"3",90468220,90468400
"99329","MSTRG.5923",967.0711483,-0.078791924,0.103468995,0.345424058,0.491393382,"3",90678408,90683267
"99331","MSTRG.5924",11976.31077,-0.582992763,0.150524152,3.87e-06,4.11e-05,"3",90658675,90658910
"99381","MSTRG.5925",1871.617564,0.029701774,0.067378797,0.629191041,0.747295084,"3",90851345,90854209
"99398","MSTRG.5926",3733.410157,-0.065816029,0.044739327,0.125592343,0.228011934,"3",90857645,90857783
"99458","MSTRG.5927",2206.302297,0.206187127,0.048246793,6.6e-06,6.46e-05,"3",91012899,91013436
"99474","MSTRG.5928",673.8290796,0.821802956,0.41892663,0.001653016,0.006461755,"3",91116976,91117110
"99491","MSTRG.5929",863.7355283,0.029174023,0.107917398,0.732530383,0.825747836,"3",91395943,91420233
"99495","MSTRG.593",10094.65428,0.16568998,0.034207406,6.67e-07,9.54e-06,"1",169768225,169768381
"99504","MSTRG.5930",7780.707794,0.097305132,0.037053611,0.006906217,0.021527365,"3",91310825,91311092
"99608","MSTRG.5931",21.90825188,0.269264926,0.239084223,0.046923689,0.103917227,"3",91646020,91646319
"99610","MSTRG.5932",587.3703351,0.178053624,0.082772318,0.013137809,0.036601922,"3",91853157,91853549
"99612","MSTRG.5933",80.45034825,-0.009185148,0.120376286,0.918771856,0.949919058,"3",91857904,91858203
"99614","MSTRG.5934",28430.71655,0.129022868,0.036062235,0.000235,0.001250464,"3",91774994,91775142
"99631","MSTRG.5935",4036.577399,0.332000309,0.107056615,0.000145,0.000829,"3",91780256,91780326
"99638","MSTRG.5936",11.03971701,-0.135056653,0.201187404,0.237415463,0.373645831,"3",91821106,91821423
"99640","MSTRG.5937",2270.168642,0.037310563,0.043620592,0.374313171,0.520651194,"3",91823103,91823213
"99649","MSTRG.5938",5948.480881,0.041537837,0.037301459,0.252254102,0.390877163,"3",91828793,91829030
"99659","MSTRG.5939",3339.498886,-0.086494816,0.03123397,0.004728698,0.015652628,"3",91849988,91850115
"99677","MSTRG.594",4680.318308,0.120289937,0.057454839,0.024916137,0.062156966,"1",169840145,169840292
"99690","MSTRG.5940",2429.708079,-0.001941941,0.052229833,0.968687026,0.981383113,"3",91861427,91861774
"99703","MSTRG.5941",684.4188974,0.056187991,0.189262533,0.598511269,0.72276282,"3",91928708,91929782
"99707","MSTRG.5943",1408.875508,0.108279087,0.060834892,0.054711227,0.117741549,"3",92008140,92008250
"99713","MSTRG.5944",3161.310431,0.687986139,0.258440065,0.000285,0.00147995,"3",91952018,91952138
"99734","MSTRG.5945",5795.970985,0.085499091,0.030433668,0.004197291,0.014195213,"3",91954308,91958095
"99893","MSTRG.5946",1809.342587,0.028028894,0.067663936,0.64976048,0.762933543,"3",92009161,92009239
"99904","MSTRG.5947",5790.921039,-0.162130304,0.073229608,0.013198555,0.036726612,"3",92025372,92026045
"99911","MSTRG.5948",1782.88574,0.1619472,0.08148622,0.022574724,0.057343499,"3",92048504,92048888
"99919","MSTRG.5949",5203.295329,0.17882551,0.128969402,0.061241153,0.128774918,"3",92118336,92118620
"99947","MSTRG.595",39.00540116,0.172884926,0.175403556,0.118100549,0.216908913,"1",169847740,169848390
"99949","MSTRG.5950",3305.833819,-0.006512884,0.038418779,0.861431932,0.912872568,"3",92120023,92120098
"99963","MSTRG.5951",2363.453944,-0.107910314,0.056662709,0.041842449,0.094592645,"3",92368545,92370189
"99966","MSTRG.5952",199.8005696,0.268369782,0.390013156,0.107894738,0.201900791,"3",92506174,92506298
"99979","MSTRG.5953",3243.559151,0.052913072,0.058104819,0.329733682,0.474700765,"3",92571090,92571214
"99996","MSTRG.5954",3076.900255,0.034935858,0.036273031,0.322824188,0.467684925,"3",92588378,92590069
"100011","MSTRG.5955",5823.186855,0.223085365,0.061627719,8.11e-05,0.000511,"3",92625631,92625714
"100024","MSTRG.5956",10401.56789,-0.05732759,0.029132533,0.045330936,0.100974062,"3",92630192,92630333
"100039","MSTRG.5957",10565.60093,0.266974314,0.067896536,1.32e-05,0.000113,"3",92642381,92642543
"100109","MSTRG.5958",19984.62191,0.020542729,0.059413338,0.710613181,0.808330298,"3",92688149,92688283
"100114","MSTRG.5959",103.0503571,0.52235572,0.366021478,0.009419867,0.027789471,"3",92815163,92816013
"100120","MSTRG.596",1563.224547,0.262568041,0.083092885,0.000261,0.001367495,"1",169851028,169856560
"100133","MSTRG.5960",2897.10951,0.183520846,0.093147832,0.018854358,0.049532741,"3",92714246,92714420
"100139","MSTRG.5961",14821.62785,-0.200559326,0.074990944,0.002565458,0.009342568,"3",92670189,92670574
"100162","MSTRG.5962",470.0147606,-0.443776888,0.10113979,3.51e-07,5.46e-06,"3",92687091,92687131
"100168","MSTRG.5963",2599.149837,-0.06995743,0.06562109,0.244733055,0.382206708,"3",92723289,92724165
"100178","MSTRG.5964",1625.073669,-1.680405775,0.192966208,1.27e-19,3.53e-17,"3",92869031,92869126
"100227","MSTRG.5965",78.27298593,-1.640988412,0.395022581,1.05e-06,1.41e-05,"3",94655291,94655430
"100236","MSTRG.5966",205.2351013,-1.417243918,0.320323314,5.9e-07,8.55e-06,"3",94691471,94691633
"100245","MSTRG.5967",1926.375204,0.036530929,0.064908572,0.54022377,0.673781536,"3",94898909,94900014
"100248","MSTRG.5968",228.3657304,-0.297432865,0.182647083,0.013478453,0.037388986,"3",94884723,94884905
"100275","MSTRG.5969",1084.477369,0.008089382,0.087829908,0.914306655,0.947362402,"3",95765088,95765461
"100281","MSTRG.597",396.416555,-0.061062123,0.072994161,0.351519974,0.497293281,"1",170090606,170090711
"100288","MSTRG.5970",10880.70483,1.223459369,0.299368472,3.1e-06,3.42e-05,"3",95772618,95772798
"100318","MSTRG.5971",4256.389307,0.40322259,0.10815361,7.57e-06,7.2e-05,"3",95835108,95843307
"100324","MSTRG.5972",32078.86445,0.2407009,0.054305518,2.09e-06,2.48e-05,"3",95976274,96003223
"100338","MSTRG.5974",41743.0173,0.029020274,0.05407002,0.56936504,0.698678739,"3",96006896,96007502
"100353","MSTRG.5975",4668.218166,-0.000691,0.038436514,0.98522616,0.991454353,"3",96024751,96025893
"100363","MSTRG.5976",911.160992,-0.264679475,0.099394549,0.001245609,0.00511151,"3",97482374,97482645
"100368","MSTRG.5977",2598.116459,0.104411316,0.035652476,0.002641062,0.00957452,"3",97687942,97695175
"100378","MSTRG.5978",1016.647846,-0.644798852,0.122517967,8.25e-09,2.2e-07,"3",97695200,97698076
"100381","MSTRG.5979",6666.298125,-0.799093669,0.145976202,4.79e-09,1.38e-07,"3",97708360,97708500
"100390","MSTRG.598",14568.03595,0.304410525,0.06682202,4.9e-07,7.3e-06,"1",170448277,170450168
"100395","MSTRG.5980",56.36031402,-1.112263012,0.327017996,3.36e-05,0.000243,"3",97860959,97861558
"100398","MSTRG.5981",2373.790203,-0.030356514,0.069566722,0.630580631,0.748558431,"3",97892651,97893377
"100401","MSTRG.5982",250.50549,-0.466043732,0.142476093,3.72e-05,0.000264,"3",97898041,97898053
"100406","MSTRG.5983",5310.20353,0.059285129,0.046656498,0.184324807,0.308095877,"3",97901690,97901942
"100412","MSTRG.5984",724.2903809,-0.199159435,0.076870648,0.003313576,0.011615602,"3",98005021,98005177
"100435","MSTRG.5985",473.187144,-0.141970173,0.105796338,0.09440186,0.181467372,"3",98103740,98103823
"100442","MSTRG.5986",3234.477144,0.195932978,0.07627284,0.003654208,0.01264451,"3",98107732,98107875
"100450","MSTRG.5987",3150.061401,0.062016892,0.053924778,0.222644746,0.355797856,"3",98233213,98233512
"100459","MSTRG.5988",8040.754252,0.15337325,0.057784742,0.004364953,0.014672741,"3",98161279,98161407
"100470","MSTRG.5989",1350.769057,0.027251799,0.083283602,0.706680089,0.805130561,"3",98155120,98155350
"100491","MSTRG.599",13102.3069,0.099406379,0.079263589,0.154036948,0.268321348,"1",170790217,170790312
"100511","MSTRG.5990",357243.3986,0.301083441,0.082395207,2.6e-05,0.000196,"3",98165837,98165961
"100529","MSTRG.5991",8913.618738,-0.707743351,0.123918201,9.72e-10,3.42e-08,"3",98221144,98224033
"100533","MSTRG.5992",391.8509091,0.145174277,0.075088792,0.029707359,0.071835601,"3",98245545,98245696
"100541","MSTRG.5993",5314.593813,0.57638308,0.15004815,4.33e-06,4.51e-05,"3",98310721,98310883
"100568","MSTRG.5994",5486.074529,0.015442599,0.05576711,0.768274309,0.852434926,"3",98464590,98464746
"100616","MSTRG.5995",3041.652004,0.136566193,0.054226934,0.007363408,0.022697254,"3",98509201,98509391
"100631","MSTRG.5996",1259.451636,0.018510308,0.032818849,0.564501184,0.694631107,"3",98720435,98720782
"100640","MSTRG.5997",1593.797451,0.17972002,0.0594299,0.001090905,0.004587909,"3",98723853,98723942
"100709","MSTRG.5998",149.4532139,1.09010454,0.546299148,0.001049182,0.004440313,"3",99202803,99202986
"100718","MSTRG.5999",919.884638,-1.368390434,0.210055534,7.2e-12,4.42e-10,"3",99374736,99676561
"100736","MSTRG.6",3316.92897,-0.654031595,0.520242217,0.010388054,0.030131541,"1",2779444,2825704
"100741","MSTRG.60",1867.332114,-0.214513962,0.051302832,8.99e-06,8.24e-05,"1",18170679,18170798
"100762","MSTRG.600",854.7425986,0.152658861,0.073281864,0.019753082,0.051315245,"1",171072956,171073112
"100770","MSTRG.6000",968.08616,0.325488477,0.086078588,1.17e-05,0.000103,"3",101058080,101060836
"100772","MSTRG.6001",999.3939102,0.416468702,0.14423508,0.000171,0.000958,"3",101062525,101062663
"100775","MSTRG.6002",3342.025541,-0.050898154,0.048164655,0.268257734,0.408780955,"3",101281591,101281733
"100783","MSTRG.6003",2700.472336,-1.293547073,0.27868312,2.88e-07,4.59e-06,"3",101179574,101181091
"100786","MSTRG.6004",7924.149557,-0.559028276,0.109996741,1.37e-08,3.39e-07,"3",101188670,101188840
"100874","MSTRG.6005",15251.03406,-0.077553963,0.023561378,0.000872,0.003802747,"3",101197200,101197424
"100887","MSTRG.6006",5600.919423,-0.300835632,0.119642123,0.001303728,0.005305323,"3",101345955,101346150
"100912","MSTRG.6007",2620.030949,0.057252173,0.045915774,0.193305609,0.31945396,"3",101357472,101362858
"100917","MSTRG.6008",7928.851735,-0.102649987,0.038674759,0.006190406,0.019643229,"3",101411747,101411798
"100940","MSTRG.6009",4458.394115,0.062725929,0.034473805,0.062387175,0.130726052,"3",101469764,101469900
"100968","MSTRG.601",186.6567285,-0.264885203,0.134532357,0.007979841,0.024267048,"1",171285182,171285559
"100970","MSTRG.6010",4472.79816,0.293390985,0.220186367,0.026659667,0.065600803,"3",101636676,101636738
"100989","MSTRG.6011",45.55794966,0.082623244,0.143553144,0.398701838,0.544679085,"3",102114470,102115198
"100992","MSTRG.6012",47.94866416,0.091415821,0.12043722,0.313985607,0.458141446,"3",102115273,102115749
"100994","MSTRG.6013",127.6614876,-0.023706921,0.233722516,0.835515142,0.89657695,"3",102728578,102728775
"101006","MSTRG.6014",5722.060539,0.092495319,0.066983766,0.130172126,0.234551994,"3",103048049,103048607
"101027","MSTRG.6015",2524.90452,0.091402124,0.037974431,0.013170968,0.036675239,"3",103085264,103085455
"101041","MSTRG.6016",1743.278175,0.216221711,0.069153396,0.000519,0.002453235,"3",103106981,103107963
"101047","MSTRG.6017",102.9226953,0.326484354,0.298158946,0.037644248,0.087035407,"3",103160772,103163000
"101050","MSTRG.6018",766.7482567,-1.546231516,0.28361907,2.79e-09,8.5e-08,"3",103227466,103228824
"101053","MSTRG.6019",687.2334188,0.076748813,0.079522443,0.272595265,0.413392442,"3",103125322,103125561
"101065","MSTRG.602",36.97337644,0.045376582,0.124859161,0.620934875,0.741102436,"1",171285993,171288675
"101072","MSTRG.6020",2241.13213,-0.089748089,0.060019947,0.107503508,0.201215531,"3",103143782,103147336
"101101","MSTRG.6022",10794.69126,-0.605066632,0.28316484,0.001295827,0.005278516,"3",103286779,103293348
"101104","MSTRG.6023",1676.844176,-2.32322235,1.231357368,0.000234,0.001245031,"3",103314706,103314967
"101107","MSTRG.6024",25.58332436,-0.144785582,0.411274761,0.325557213,0.470668903,"3",103360435,103360583
"101113","MSTRG.6025",25.89303289,-0.103817914,0.357517491,0.450415669,0.594417067,"3",103366230,103366455
"101119","MSTRG.6026",6366.755464,-1.621769274,0.239290626,5.94e-13,4.8e-11,"3",103382847,103383201
"101123","MSTRG.6027",602.9835233,-2.112554992,0.351299637,1.94e-11,1.07e-09,"3",103410233,103410568
"101126","MSTRG.6028",331.2819596,-0.297085206,0.299267319,0.053153366,0.115035646,"3",103457523,103458601
"101129","MSTRG.6029",61867.04668,-1.082094444,0.342182981,6.79e-05,0.00044,"3",103469029,103469351
"101132","MSTRG.603",326.11854,0.132437674,0.062864679,0.022114701,0.056402311,"1",171328508,171328752
"101135","MSTRG.6030",1799.76827,-0.573744773,0.250537005,0.000863,0.003770081,"3",103471899,103472295
"101138","MSTRG.6031",36.06793359,0.682782848,0.874303465,0.017761955,0.047047235,"3",103481331,103484725
"101141","MSTRG.6032",5718.235018,0.252311739,0.17368034,0.027676632,0.067596065,"3",103520799,103522709
"101144","MSTRG.6033",53693.12177,-0.019849998,0.099546549,0.807569913,0.879503424,"3",103535222,103535401
"101154","MSTRG.6034",7552.05469,0.127879162,0.128112026,0.174667293,0.295766271,"3",103568773,103571328
"101157","MSTRG.6035",1781.007347,-3.831251101,0.455904844,1.39e-18,3.11e-16,"3",103587279,103587543
"101160","MSTRG.6036",454976.5311,0.956266229,0.6900877,0.004155799,0.014090454,"3",103605534,103605919
"101163","MSTRG.6037",77.72506972,-3.102755182,0.885005424,2.61e-06,2.98e-05,"3",103656854,103657430
"101166","MSTRG.6038",3282.04799,-0.272313831,0.083758341,0.000168,0.000944,"3",103766645,103766843
"101178","MSTRG.6039",1223.253776,0.324307687,0.104333022,0.000152,0.000866,"3",105085041,105085251
"101195","MSTRG.604",3399.261311,0.178589195,0.04959029,0.000143,0.000823,"1",171822102,171822230
"101214","MSTRG.6040",480.3504534,-0.161374731,0.16751832,0.134355645,0.240526675,"3",105154348,105154500
"101242","MSTRG.6041",1722.089431,0.217088809,0.102260326,0.009187031,0.027254181,"3",105220417,105220687
"101254","MSTRG.6042",1400.141338,0.143125732,0.051587122,0.003321616,0.011632531,"3",105224802,105224984
"101260","MSTRG.6043",630.6885188,-0.212573725,0.091010507,0.005685779,0.018363991,"3",106103537,106103656
"101272","MSTRG.6044",634.7917602,-0.057706749,0.056113779,0.273199242,0.414037187,"3",106131194,106131542
